Run!	Fugi!
You are wavering.	Eziți.
You can trust us.	Poți avea încredere în noi.
You have to stop.	Trebuie să te opreşti.
You should sleep.	Ar trebui să dormi.
You will prevail.	Vei reuși.
You're beautiful.	Ești frumoasă.
You're in my way.	Îmi stai în cale.
You're my friend.	Tu eşti prietenul meu.
Your face is red.	Ești roșu la față.
A leaf is falling.	Cade o frunză.
Add a little milk.	Pune puțin lapte.
Admission is free.	Intrarea este liberă.
An error was made.	S-a comis o eroare.
Are they American?	Ei sunt americani?
Are you a student?	Ești student?
Are you happy now?	Ești fericit acum?
Are you in a rush?	Te grăbești?
Are you listening?	Asculţi?
Are you listening?	Mă asculţi?
Be honest with me.	Fii sincer cu mine.
Be honest with me.	Fii onest cu mine.
Be honest with me.	Fii cinstit cu mine.
Birds build nests.	Păsările fac cuiburi.
Call an ambulance.	Cheamă o ambulanță.
Call an ambulance.	Cheamă salvarea.
Can we talk later?	Putem vorbi mai târziu?
Come closer to me.	Vino mai aproape de mine.
Come on, admit it.	Haide, recunoaște.
Did he sleep well?	A dormit bine?
Did you know that?	Știai asta?
Didn't you go out?	Nu ai ieșit afară?
Do it for my sake.	Fă-o de dragul meu.
Do you like sushi?	Îți place sushi?
Do you live alone?	Locuiești singur?
Don't deceive him.	Nu-l înșela.
Don't let him run.	Nu-l lăsa să fugă.
Even my mom knows.	Până și mama știe.
Everybody laughed.	Toți au râs.
Everyone was numb.	Toată lumea era indiferentă.
He appeared young.	Părea tânăr.
He arrived safely.	El a sosit în siguranță.
He arrived safely.	El a sosit nevătămat.
He came about two.	El a venit aproximativ pe la două.
He cannot stop me.	El nu mă poate opri.
He did it himself.	El însuși a făcut-o.
He gave me a call.	El m-a sunat.
He gave me a wink.	El mi-a făcut cu ochiul.
He is a physicist.	E fizician.
He is an American.	El este american.
He saw everything.	El a văzut tot.
He took a picture.	El a făcut o poză.
He violated a law.	El a încălcat o lege.
He wrote a letter.	El a scris o scrisoare.
Here's the change.	Poftiți restul.
Hold the handrail.	Ţine-te de balustradă.
How are you doing?	Ce mai faci?
How lucky you are!	Cât de norocos ești!
I am almost ready.	Sunt aproape gata.
I asked after him.	Am întrebat de el.
I burned the cake.	Am ars tortul.
I couldn't get it.	N-am reuşit s-o înţeleg.
I couldn't say no.	Nu am putut spune nu.
I don't feel well.	Nu mă simt bine.
I drank the water.	Eu am băut apa.
I felt very happy.	M-am simțit foarte fericit.
I forgot my tools.	Mi-am uitat uneltele mele
I have a headache.	Mă doare capul.
I hope she's safe.	Sper că ea e în siguranță.
I know what I did.	Știu ce am făcut.
I know what I did.	Știu ce-am făcut
I like jazz music.	Îmi place jazzul.
I liked this book.	Mi-a plăcut această carte.
I liked this book.	Cartea aceasta mi-a plăcut.
I love California.	Îmi place California.
I love hamburgers.	Îmi plac hamburgerii.
I made a decision.	Am luat o decizie.
I may outlive you.	S-ar putea să trăiesc mai mult decât tine.
I need an ashtray.	Am nevoie de o scrumieră.
I need assistance.	Am nevoie de ajutor.
I need to be here.	Am nevoie să fiu aici.
I need to buy one.	Am nevoie să cumpăr una.
I need to buy one.	Trebuie să cumpăr una.
I need to get one.	Am nevoie să iau una.
I need to get one.	Trebuie să iau una.
I really love you.	Te iubesc cu adevărat!
I was feeling ill.	Mă simțeam rău.
I was taken aback.	Am fost luat prin surprindere.
I will endorse it.	O voi susține.
I will endorse it.	Îl voi susține.
I will go on foot.	Eu voi merge pe jos.
I worked overtime.	Am muncit ore suplimentare.
I'll let Tom know.	Îl voi informa pe Tom.
I'm a gym teacher.	Sunt un profesor de sport.
I'm already bored.	Sunt deja plictisit.
I'm busy as a bee.	Sunt ocupat ca o albină.
I'm drinking milk.	Beau lapte.
I'm not a teacher.	Nu sunt profesor.
I'm not a teacher.	Nu sunt profesoară.
I'm pretty zonked.	Sunt cam amețit.
I'm ready to talk.	Sunt pregătit să vorbesc.
I'm taking a bath.	Fac baie.
Is everyone happy?	Sunteți toți fericiți?
Is somebody there?	E cineva acolo?
Is that a new tie?	Asta e o cravată nouă?
Is that your book?	Este aceea cartea ta?
Is the bath clean?	E baia curată?
It depends on you.	E alegerea ta.
It is just an act.	Este doar un joc.
It was tremendous.	A fost extraordinar.
It's a lovely day.	E o zi minunată.
It's getting dark.	Înserează.
Keep out of sight.	Nu sta la vedere.
Leave me in peace!	Lasă-mă în pace.
Let's have a look.	Hai să ne uităm.
Life is beautiful.	Viața e frumoasă.
Love will prevail.	Dragostea v-a triumfa.
May I take a rest?	Pot să mă odihnesc?
My arms went numb.	Mâinile mele erau amorțite.
My hair got kinky.	Mi s-a ondulat părul.
My hands are tied.	Mâinile mele sunt legate.
My hands are tied.	Am mâinile legate.
My house is dirty.	Casa mea este murdară.
No one has failed.	Nimeni nu a eșuat.
Nothing's missing.	Nu lipsește nimic.
Pay what you want.	Plătește cât dorești.
Please don't jump.	Te rog nu sări.
She cooks for him.	Ea gătește pentru el.
She loves to fish.	Ei îi place să pescuiască.
She made him rich.	Ea l-a făcut bogat.
She went with him.	Ea a plecat cu el.
Stay here with us.	Stai aici cu noi.
Stay out of sight.	Stai în afara razei vizuale.
TV's boring today.	Televizorul e plictisitor astăzi.
That is my school.	Aceea e şcoala mea.
That was the deal.	Asta a fost înțelegerea.
That won't happen.	Aia nu se va întâmpla.
The book is white.	Cartea este albă.
The check, please.	Nota de plată, vă rog.
The end is coming.	Vine sfârșitul.
The house is warm.	Casa e călduroasă.
The pay is meager.	Salariul este mic.
The plane crashed.	Avionul s-a prăbuşit.
The room was dark.	Camera era întunecoasă.
They are well off.	Ei sunt înstăriți.
They bought a car.	Ei au cumpărat o mașină.
They kidnapped me.	M-au răpit.
They must be dead.	Ei trebuie să fie morți.
They went fishing.	Ei s-au dus la pescuit.
This is ludicrous.	Acest lucru este ridicol.
This is my friend.	Acesta e prietenul meu.
This is my mother.	Aceasta este mama mea.
This is tasteless.	Acesta este insipid.
Today is Saturday.	Azi e sâmbătă.
Today is Thursday.	Azi e joi.
Tom did that, too.	Tom a făcut și asta.
Tom didn't follow.	Tom nu a urmat.
Tom died suddenly.	Tom a murit subit.
Tom has just left.	Tom tocmai a plecat.
Tom has potential.	Tom are potențial.
Tom hates spinach.	Tom urăște spanacul.
Tom helped us all.	Tom ne-a ajutat pe toți.
Tom is downstairs.	Tom este cu un etaj mai jos.
Tom is gregarious.	Tom este sociabil.
Tom is in control.	Tom are controlul.
Tom is in control.	Tom este șeful.
Tom is insightful.	Tom este perspicace.
Tom is thoughtful.	Tom este grijuliu.
Tom is unbeatable.	Tom este de neînvins.
Tom isn't selfish.	Tom nu este egoist.
Tom kept his cool.	Tom şi-a păstrat calmul.
Tom looked lonely.	Tom arăta părăsit.
Tom looks worried.	Tom pare îngrijorat.
Tom must be angry.	Tom trebuie să fie furios.
Tom shook my hand.	Tom mi-a strâns mâna.
Tom should try it.	Tom ar trebui să o încerce.
Tom was impressed.	Tom era impresionat.
Tom went downtown.	Tom a mers în centru.
Tom won the prize.	Tom a câștigat premiul.
Tom'll reconsider.	Tom își va schimba părerea.
Tom's car is blue.	Mașina lui Tom e albastră.
Tom's door closed.	Ușa lui Tom s-a închis.
We abhor violence.	Noi detestăm violența.
We abhor violence.	Detestăm violența.
We have a surplus.	Avem un surplus.
We need your help.	Avem nevoie de ajutorul tău.
We won the battle.	Am câștigat bătălia.
We've got to talk.	Trebuie să vorbim.
Weren't you tired?	Nu ai fost obosit?
Weren't you tired?	Nu ai fost obosită?
Weren't you tired?	Nu ați fost obosit?
Weren't you tired?	Nu ați fost obosită?
Weren't you tired?	Nu ați fost obosiți?
Weren't you tired?	Nu ați fost obosite?
What do I owe you?	Ce îți datorez?
What was the cost?	Care a fost costul?
What's biting you?	Ce te roade?
What's that sound?	Ce e sunetul ăsta?
When can I travel?	Când pot călători?
When do we arrive?	Când ajungem?
Where do you live?	Unde locuiești?
Where've you been?	Unde-ai fost?
Who is that woman?	Cine este femeia aceea?
Who made this pie?	Cine a făcut plăcinta asta?
Who runs the show?	Cine conduce afacerea?
Will you marry me?	Vrei să te căsătorești cu mine?
You are actresses.	Voi sunteți actrițe.
You are beautiful.	Ești frumoasă.
You are in my way.	Ești în calea mea.
You are in my way.	Îmi stai în cale.
You are my friend.	Tu eşti prietenul meu.
You had better go.	Ar fi bine să pleci.
You have no fever.	N-ai febră.
You have no heart.	Nu ai inimă.
You know everyone.	Îi știi pe toți.
You know everyone.	Știi pe toată lumea.
You make me happy.	Mă faci fericit.
You owe me a kiss.	Îmi datorezi un sărut.
You talk too much.	Vorbești prea mult.
You're in my seat.	Stai pe locul meu.
You're not guilty.	Nu ești vinovat.
A child needs love.	Un copil are nevoie de iubire.
All men want money.	Toți bărbații vor bani.
All were satisfied.	Toți erau satisfăcuți.
Are you from Kyoto?	Ești din Kyoto?
Aren't you pleased?	Nu ești încântat?
Aren't you pleased?	Nu sunteți încântat?
Boys, be ambitious.	Copii, fiți ambițioși.
Breakfast is ready.	Micul dejun este gata.
Can I use your pen?	Pot folosi pixul tău?
Can anyone help me?	Mă poate ajuta cineva?
Check your pockets.	Verifică-ți buzunarele!
Children need love.	Copiii au nevoie de iubire.
Do you like tennis?	Îţi place tenisul?
Don't be so grumpy.	Nu fi atât de țâfnos.
Don't call anybody.	Nu suna pe nimeni.
Don't interrupt me.	Nu mă întrerupe.
Don't laugh at him.	Nu râde de el.
Dust off the shelf.	Șterge praful de pe raft.
Everyone is silent.	Toți sunt tăcuți.
Everyone loves him.	Toți îl iubesc.
Everything is fine.	Totul este în regulă.
Give me your money.	Dă-mi banii tăi.
He arrived in time.	A ajuns la timp.
He arrived in time.	El a sosit din timp.
He held his breath.	Şi-a ţinut respiraţia.
He is a good loser.	E un bun perdant.
He is in the money.	E în bani.
He is my classmate.	El este colegul meu de clasă.
He isn't my cousin.	El nu e verișorul meu.
He might retaliate.	El s-ar putea răzbuna.
He stood behind me.	El stătea în spatele meu.
He went by bicycle.	El s-a dus cu bicicleta.
He went out to eat.	A ieșit să mănânce.
He'll be here soon.	El va fi curând aici.
He's a good person.	El e o persoană bună.
He's a married man.	El este un om căsătorit.
He's already a man.	E deja bărbat.
He's self-employed.	El este liber profesionist.
He's the scapegoat.	El este țapul ispășitor.
Here comes the bus!	Iată autobuzul!
How much is a room?	Cât costă o cameră?
I am feeling dizzy.	Mă simt ameţit.
I burned my finger.	Mi-am ars degetul.
I burned the paper.	Am ars hârtia.
I can't believe it!	Nu pot să cred!
I can't lie to you.	Nu te pot minți.
I can't tell a lie.	Nu pot spune o minciună.
I can't understand.	Nu pot să înțeleg.
I commute by train.	Eu fac naveta cu trenul.
I did write to him.	I-am scris lui.
I didn't know that.	Nu știam asta.
I didn't want that.	Nu vream asta.
I dislike swimming.	Nu-mi place să înot.
I don't fear death.	Nu-mi e frică de moarte.
I don't have a cat.	N-am pisică.
I don't have a cat.	N-am nicio pisică.
I don't have a cat.	Nu am pisică.
I dreamt about you.	Te-am visat.
I feel great today.	Mă simt grozav astăzi.
I feel like crying.	Aș plânge.
I give you my word.	Îți dau cuvântul meu.
I had some trouble.	Am avut ceva probleme.
I have to eat, too.	Și eu trebuie să mănânc.
I like candlelight.	Îmi place lumina lumânărilor.
I like their house.	Îmi place casa lor.
I live in the city.	Locuiesc în oraș.
I love fairy tales.	Îmi plac basmele.
I love fairy tales.	Îmi plac poveștile.
I love summer rain.	Îmi place ploaia de vară.
I love video games.	Iubesc jocurile video.
I made my decision.	Am luat o decizie.
I need a nurse now.	Am nevoie acum de o asistentă medicală.
I need a nurse now.	Acum am nevoie de o asistentă medicală.
I need some nutmeg.	Am nevoie de un pic de nucșoară.
I need to be alone.	Am nevoie să fiu singur.
I need your advice.	Am nevoie de sfatul tău.
I noticed a change.	Am observat o schimbare.
I think he's angry.	Cred că e furios.
I was enthusiastic.	Am fost entuziastic.
I was in disbelief.	Eram în dubiu.
I wish I were rich.	Aș dori să fiu bogat.
I won't be coerced.	Nu voi fi forțat.
I'll eat the apple.	Eu voi mânca mărul.
I'll read the book.	Eu voi citi cartea.
I'm ashamed of you.	Mi-e rușine de tine.
I'm just beginning.	Doar începeam.
I'm learning music.	Eu studiez muzica.
I'm not a magician.	Nu sunt un magician.
I'm not your enemy.	Nu sunt dușmanul tău.
I'm out of my mind.	Nu-s în toate minţile.
I'm too busy to go.	Sunt prea ocupat ca să merg.
Is she coming, too?	Vine și ea?
Is that understood?	S-a înțeles?
Is the window open?	Este fereastra deschisă?
Is there a milkman?	Este vreun lăptar?
It is almost three.	Este aproape ora trei.
It is dark outside.	E întuneric afară.
It was mesmerizing.	A fost fascinant.
It was no accident.	Nu a fost un accident.
It's a design flaw.	Este o greșeală de design.
It's a vague story.	E o poveste vagă.
It's not pertinent.	Nu este relevant.
It's not that easy.	Nu este așa de ușor.
It's raining again!	Iar plouă!
It's really bright.	Este cu adevărat senin.
It's simple to use.	Este simplu de folosit.
It's too expensive!	E prea scump!
It's your decision.	E alegerea ta.
Just give it to me.	Doar dă-mi-o.
Keep an eye on him.	Stai cu ochii pe el.
Keep away from Tom.	Ține-te departe de Tom.
Keep away from Tom.	Stai la distanță de Tom.
Lesson Two is easy.	Lecția a doua este ușoară.
Let me pay tonight.	Lasă-mă să plătesc diseară.
Let's take it easy.	Hai s-o luăm încet.
Look at my new car.	Priveşte-mi noua maşină.
Look under the bed.	Uită-te sub pat.
Look, it's snowing!	Uite, ninge!
Mars has two moons.	Marte are doi sateliți.
May I take a photo?	Pot să fac o fotografie?
Maybe it will snow.	Poate o să ningă.
My father was busy.	Tatăl meu a fost ocupat.
Nature is changing.	Natura se schimbă.
No one is laughing.	Nimeni nu râde.
No one was at home.	Nu era nimeni acasă.
No one was present.	Nimeni nu a fost prezent.
Nobody can stop me!	Nimeni nu mă poate opri!
Our project failed.	Proiectul nostru a eșuat.
Please call him up.	Te rog să-l suni.
She became a nurse.	Ea a devenit asistentă.
She has short hair.	Are părul scurt.
She is a sophomore.	Ea este studentă în anul doi.
She is quite angry.	E destul de supărată.
She lives with him.	Ea locuiește cu el.
She lives with him.	Ea trăiește cu el.
She made him do it.	Ea l-a obligat să o facă.
She won't be ready.	Ea nu va fi gata.
That house is mine.	Acea casă este a mea.
That house is mine.	Casa aceea este a mea.
That is our father.	Acela este tatăl nostru.
That surprised Tom.	Asta l-a surprins pe Tom.
That's a good idea!	Asta-i o idee bună!
That's a nice ring.	Acela este un inel frumos.
That's outstanding.	Acesta este un lucru remarcabil.
That's pretty wild.	Aceasta e cam sălbatic.
The barn was empty.	Hambarul era gol.
The choice is easy.	Alegerea e simplă.
The dog looks sick.	Câinele pare bolnav.
The dog seems sick.	Câinele pare bolnav.
The lake is frozen.	Lacul este înghețat.
The ocean was calm.	Oceanul era liniștit.
The path is direct.	Calea e directă.
The road is closed.	Drumul este închis.
The room is stuffy.	Camera este neaerisită.
The store's closed.	Magazinul este închis.
They all looked up.	Ei cu toții s-au uitat în sus.
They don't like me.	Ei nu mă plac.
They walked around.	Ei s-au plimbat.
They went to a bar.	Ei s-au dus la un bar.
This is outlandish.	Acest lucru este ciudat.
This is ridiculous!	E ridicol!
This place is mine.	Acest loc este al meu.
This soil is moist.	Acest sol e umed.
Tie your shoelaces.	Leagă-ţi şireturile.
Today is very warm.	Azi e foarte cald.
Tom burned himself.	Tom s-a ars.
Tom fell backwards.	Tom a căzut pe spate.
Tom hates homework.	Tom urăște temele.
Tom is industrious.	Tom este harnic.
Tom is overwhelmed.	Tom este copleșit.
Tom is stark naked.	Tom este gol-goluț.
Tom is stark naked.	Tom este complet gol.
Tom is very clever.	Tom este foarte deștept.
Tom isn't unbiased.	Tom este imparțial.
Tom knows too much.	Tom știe prea multe.
Tom looks contrite.	Tom pare chinuit de remușcări.
Tom looks dismayed.	Tom pare consternat.
Tom looks youthful.	Tom arată tânăr.
Tom lost his voice.	Tom și-a pierdut vocea.
Tom was devastated.	Tom era devastat.
Tom was unbeatable.	Tom era de neînvins.
Tom was very lucky.	Tom a fost foarte norocos.
Tom's a bright kid.	Tom e un puști inteligent.
Tom's unscrupulous.	Tom este lipsit de scrupule.
War seems imminent.	Războiul pare iminent.
Watch your fingers!	Fii atent la degetele tale!
Watching TV is fun.	Privitul la televizor este distractiv.
We are against war.	Suntem împotriva războiului.
We found him alive.	Noi l-am găsit în viață.
We looked about us.	Ne-am uitat în jurul nostru.
We were successful.	Am avut succes.
We're going inside.	Mergem înăuntru.
We're in the house.	Suntem în casă.
We're not done yet.	Nu am terminat încă.
We're staying here.	Noi rămânem aici.
We've had meetings.	Noi am avut ședințe.
What do you prefer?	Ce preferi?
What help do I get?	Ce ajutor primesc?
Where are you from?	De unde ești?
Where is my office?	Unde e biroul meu?
Where's the remote?	Unde este telecomanda?
Where's the toilet?	Unde este toaleta?
Who made this cake?	Cine a făcut această prăjitură?
Whose side are you?	De ce parte ești?
Why are they angry?	De ce sunt supărați?
Why do you love me?	De ce mă iubești?
You are a good boy.	Ești un băiat bun.
You are very brave.	Ești foarte curajos.
You aren't perfect.	Nu ești perfect.
You aren't perfect.	Voi nu sunteți perfecți.
You can study here.	Poți studia aici.
You drank too much.	Ai băut prea mult.
You drank too much.	Ați băut prea mult.
You have potential.	Ai potențial.
You like elephants.	Ție îți plac elefanții.
You look very pale.	Arăți foarte palid.
You may go at once.	Poți pleca imediat.
You might be right.	Poate că ai dreptate.
You might meet Tom.	Ai putea să-l întâlnești pe Tom.
