"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"51",51,"50","RL",56,14720,NA,"IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","VinylSd","VinylSd","BrkFace",579,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",816,"Unf",0,1217,2033,"GasA","AboveAvg","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"AboveAvg",9,"Typ",1,"AboveAvg","Attchd",1996,"Fin",3,666,"Avg","Avg","Y",283,86,0,0,NA,NA,NA,0,3,2010,"WD",410000
"52",52,"60","RL",58,10852,NA,"IR1","Lvl","Inside","Gtl","Gilbert","RR","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",786,"Unf",0,173,959,"GasA","AboveAvg","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",2000,"Fin",2,472,"Avg","Avg","Y",0,38,0,0,NA,NA,NA,0,2,2006,"WD",173000
"53",53,"20","RL",73,9855,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,5,1956,1956,"Hip","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1436,1436,"GasA","BelowAvg","Y","SBrkr",1689,0,0,1689,0,0,1,0,3,1,"Avg",7,"Typ",1,"AboveAvg","Attchd",1956,"Unf",2,480,"Avg","Avg","Y",0,0,0,0,NA,"MnPrv",NA,0,11,2009,"other",127500
"54",54,"20","RL",118,13704,NA,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",150,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1541,1541,"GasA","AboveAvg","Y","SBrkr",1541,0,0,1541,0,0,2,0,3,1,"AboveAvg",6,"Typ",1,"Avg","Attchd",2001,"RFn",3,843,"Avg","Avg","Y",468,81,0,0,NA,NA,NA,0,1,2006,"WD",205000
"55",55,"20","RL",NA,8125,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","Stone",295,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",986,"Unf",0,668,1654,"GasA","AboveAvg","Y","SBrkr",1654,0,0,1654,1,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2002,"Unf",3,900,"Avg","Avg","Y",0,136,0,0,NA,NA,NA,0,2,2006,"WD",230000
"56",56,"190","RM",70,5600,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","VinylSd","Wd Shng","None",0,"BelowAvg","BelowAvg","other",NA,NA,NA,NA,0,NA,0,0,0,"GasA","BelowAvg","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"BelowAvg",7,"Mod",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,NA,NA,"Othr",3500,7,2010,"WD",55000
"57",57,"20","RL",73,9300,NA,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","HdBoard","BrkFace",324,"Avg","Avg","CBlock","Avg","Avg","No","Rec",697,"Unf",0,571,1268,"GasA","Avg","Y","SBrkr",1264,0,0,1264,1,0,1,0,3,1,"Avg",6,"Typ",2,"AboveAvg","Attchd",1960,"Unf",2,461,"Avg","Avg","Y",0,0,143,0,NA,NA,NA,0,4,2010,"WD",167500
"58",58,"80","RL",NA,21453,NA,"IR1","Low","CulDSac","Sev","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"other","Plywood","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","Gd","ALQ",938,"Unf",0,0,938,"GasA","AboveAvg","Y","SBrkr",988,0,0,988,1,0,1,0,1,1,"Avg",4,"Typ",2,"Avg","Attchd",1969,"Unf",2,540,"Avg","Avg","Y",0,130,130,0,NA,NA,NA,0,10,2006,"WD",180000
"59",59,"60","RL",79,12420,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",666,"Unf",0,278,944,"GasA","AboveAvg","Y","SBrkr",944,896,0,1840,1,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2001,"RFn",2,622,"Avg","Avg","Y",0,45,0,0,NA,NA,NA,0,6,2009,"WD",230000
"60",60,"70","RM",60,6402,NA,"Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","2Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Shng","None",0,"Avg","Avg","PConc","Avg","Avg","Mn","Unf",0,"Unf",0,596,596,"GasA","Avg","N","SBrkr",596,596,0,1192,0,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Detchd",1920,"Unf",1,189,"BelowAvg","BelowAvg","N",0,0,137,0,NA,"GdWo",NA,0,7,2009,"WD",78000
"61",61,"160","RM",24,2016,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","2Story",5,5,1970,1970,"Gable","HdBoard","HdBoard","BrkFace",304,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,630,630,"GasA","Avg","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"Avg",6,"Typ",0,NA,"Detchd",1970,"Unf",2,440,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,4,2007,"WD",106000
"62",62,"60","RL",78,12011,NA,"IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",530,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",956,"Unf",0,130,1086,"GasA","AboveAvg","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",1998,"RFn",2,592,"Avg","Avg","Y",208,75,374,0,NA,NA,NA,0,6,2006,"WD",280000
"63",63,"20","RL",48,10635,NA,"IR2","Lvl","other","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2003,2003,"Hip","VinylSd","VinylSd","BrkFace",171,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","BLQ",370,"GLQ",972,315,1657,"GasA","AboveAvg","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",2003,"Fin",2,502,"Avg","Avg","Y",0,262,0,0,NA,NA,NA,0,5,2010,"WD",232000
"64",64,"60","RL",96,11308,NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",9,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",154,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",936,"Unf",0,168,1104,"GasA","AboveAvg","Y","SBrkr",1130,1054,0,2184,1,0,2,1,3,1,"AboveAvg",10,"Typ",1,"AboveAvg","Attchd",2008,"Fin",3,836,"Avg","Avg","Y",0,102,0,0,NA,NA,NA,0,7,2009,"WD",335000
"65",65,"20","RL",NA,12537,NA,"IR1","Lvl","CulDSac","Gtl","NAmes","Norm","1Fam","1Story",5,6,1971,2008,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","Avg","Avg","No","GLQ",734,"Unf",0,344,1078,"GasA","AboveAvg","Y","SBrkr",1078,0,0,1078,1,0,1,1,3,1,"Avg",6,"Typ",1,"BelowAvg","Attchd",1971,"Fin",2,500,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,4,2010,"WD",149900
"66",66,"50","RM",NA,7920,"Grvl","IR1","Lvl","Inside","Gtl","IDOTRR","Artery","1Fam","1.5Fin",6,7,1920,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","BelowAvg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,319,319,"GasA","Avg","Y","FuseA",1035,371,0,1406,0,0,1,0,3,1,"BelowAvg",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,144,0,0,NA,"MnPrv",NA,0,3,2008,"WD",89500
"67",67,"20","RL",61,10226,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",270,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","Unf",0,"Unf",0,1622,1622,"GasA","AboveAvg","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2008,"RFn",3,860,"Avg","Avg","Y",172,42,0,0,NA,NA,NA,0,1,2009,"WD",295493
"68",68,"20","RL",83,10420,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",36,"Unf",0,1176,1212,"GasA","AboveAvg","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2009,"RFn",2,460,"Avg","Avg","Y",100,22,0,0,NA,NA,NA,0,3,2010,"WD",186000
"69",69,"20","RL",75,7875,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1961,1961,"Gable","VinylSd","VinylSd","BrkFace",136,"Avg","Avg","CBlock","Avg","Avg","No","Rec",572,"Unf",0,572,1144,"GasA","AboveAvg","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1961,"Unf",2,456,"Avg","Avg","Y",0,0,0,0,NA,"GdWo",NA,0,9,2008,"WD",139950
"70",70,"20","RL",100,17500,NA,"Reg","Lvl","Inside","Gtl","Crawfor","PosA","1Fam","1Story",7,8,1959,2002,"Gable","BrkFace","HdBoard","None",0,"AboveAvg","AboveAvg","PConc","AboveAvg","Avg","Av","GLQ",1406,"Unf",0,496,1902,"GasA","Avg","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"AboveAvg",7,"Typ",2,"Avg","Attchd",1959,"Fin",2,567,"Avg","Avg","Y",0,207,162,0,NA,NA,NA,0,5,2010,"WD",335000
"71",71,"60","RL",NA,11075,NA,"IR1","Lvl","Inside","Mod","Mitchel","Norm","1Fam","2Story",5,4,1969,1969,"Gable","HdBoard","HdBoard","BrkFace",232,"Avg","Avg","CBlock","Avg","Avg","Av","ALQ",562,"LwQ",193,29,784,"GasA","AboveAvg","Y","SBrkr",1168,800,0,1968,0,1,2,1,4,1,"Avg",7,"Min2",1,"BelowAvg","Attchd",1969,"RFn",2,530,"Avg","Avg","Y",305,189,0,0,NA,"MnPrv","Shed",400,9,2008,"WD",172000
"72",72,"20","RL",70,8400,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",109,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",712,"Unf",0,761,1473,"GasA","AboveAvg","Y","SBrkr",1484,0,0,1484,1,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2004,"RFn",2,606,"Avg","Avg","Y",0,35,144,0,NA,NA,NA,0,5,2010,"WD",213000
"73",73,"20","RL",75,14559,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1951,2000,"Hip","Wd Sdng","Wd Sdng","BrkCmn",70,"AboveAvg","Avg","CBlock","Avg","Avg","No","BLQ",650,"Rec",180,178,1008,"GasA","AboveAvg","Y","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"Avg",6,"Min1",2,"Avg","CarPort",1951,"Unf",1,288,"Avg","Avg","Y",324,42,168,0,NA,NA,"Shed",2000,6,2009,"WD",164900
"74",74,"20","RL",60,8430,NA,"Reg","HLS","Inside","Mod","CollgCr","Norm","1Fam","1Story",5,5,1978,1978,"Gable","HdBoard","HdBoard","BrkFace",136,"Avg","Avg","CBlock","AboveAvg","Avg","No","Rec",616,"Unf",0,424,1040,"GasA","Avg","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Avg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,NA,NA,NA,0,8,2009,"WD",124000
"75",75,"60","RL",74,10141,NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",40,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,832,832,"GasA","AboveAvg","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1998,"Fin",2,427,"Avg","Avg","Y",0,94,291,0,NA,NA,NA,0,12,2009,"WD",185000
"76",76,"120","RL",NA,3196,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",40,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","Unf",0,"Unf",0,1273,1273,"GasA","AboveAvg","Y","SBrkr",1456,0,0,1456,0,0,2,0,2,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2003,"Fin",2,400,"Avg","Avg","Y",143,20,0,0,NA,NA,NA,0,5,2006,"WD",215000
"77",77,"60","RL",107,10186,NA,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",674,"Unf",0,76,750,"GasA","AboveAvg","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1992,"RFn",2,564,"Avg","Avg","Y",240,39,0,0,NA,NA,NA,0,6,2010,"WD",190000
"78",78,"20","RL",64,8712,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1957,2000,"Hip","MetalSd","MetalSd","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","Mn","BLQ",860,"Unf",0,132,992,"GasA","Avg","Y","SBrkr",1306,0,0,1306,1,0,1,0,2,1,"Avg",5,"Typ",0,NA,"Detchd",1968,"Unf",1,756,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2009,"WD",153000
"79",79,"190","RM",60,10800,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","2fmCon","1.5Fin",6,7,1905,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","BelowAvg","Avg","No","Unf",0,"Unf",0,482,482,"GasA","AboveAvg","N","SBrkr",1221,691,0,1912,0,0,2,0,3,2,"Avg",7,"Typ",1,"Avg","Detchd",2003,"Unf",2,672,"AboveAvg","Avg","Y",0,25,212,0,NA,NA,NA,0,4,2008,"WD",163000
"80",80,"30","RL",67,5604,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,6,1925,1950,"Gable","other","other","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",468,"Unf",0,396,864,"GasA","Avg","N","FuseA",864,0,0,864,1,0,1,0,2,1,"Avg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,96,0,NA,NA,NA,0,4,2008,"WD",98000
"81",81,"60","RL",80,9364,NA,"Reg","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","2Story",6,7,1969,1969,"Gable","HdBoard","HdBoard","Stone",143,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",371,"Unf",0,292,663,"GasA","Avg","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,"Avg",7,"Typ",0,NA,"Attchd",1969,"Fin",1,299,"Avg","Avg","Y",379,36,0,0,NA,"MnPrv",NA,0,3,2010,"WD",158000
"82",82,"30","RL",56,4130,NA,"IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",3,6,1935,2003,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,270,270,"GasA","AboveAvg","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"Avg",5,"Maj2",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,NA,NA,NA,0,7,2008,"WD",52000
"83",83,"20","RL",NA,10920,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Hip","MetalSd","MetalSd","BrkFace",212,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",733,"Unf",0,520,1253,"GasA","Avg","Y","SBrkr",1253,0,0,1253,1,0,1,1,2,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1960,"RFn",1,352,"Avg","Avg","Y",0,213,176,0,NA,"GdWo",NA,0,5,2008,"WD",157000
"84",84,"20","RL",47,16321,NA,"IR1","Lvl","CulDSac","Gtl","NAmes","Norm","1Fam","1Story",5,6,1957,1997,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","CBlock","Avg","Avg","Gd","BLQ",1277,"Unf",0,207,1484,"GasA","Avg","Y","SBrkr",1600,0,0,1600,1,0,1,0,2,1,"Avg",6,"Typ",2,"AboveAvg","Attchd",1957,"RFn",1,319,"Avg","Avg","Y",288,258,0,0,NA,NA,NA,0,12,2006,"WD",207500
"85",85,"120","RM",NA,4438,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",205,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",662,"Unf",0,186,848,"GasA","AboveAvg","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"AboveAvg",3,"Typ",1,"AboveAvg","Attchd",2004,"RFn",2,420,"Avg","Avg","Y",149,0,0,0,NA,NA,NA,0,1,2008,"WD",149000
"86",86,"70","RL",86,22420,NA,"IR1","Lvl","Inside","Gtl","Crawfor","Feedr","1Fam","2Story",6,6,1918,1950,"Hip","Wd Sdng","other","None",0,"Avg","Avg","BrkTil","AboveAvg","Avg","No","BLQ",1128,"Unf",0,242,1370,"other","Avg","N","FuseA",1370,1254,0,2624,1,0,2,1,4,1,"Avg",10,"Typ",1,"AboveAvg","Detchd",1918,"Unf",3,864,"Avg","Avg","N",0,0,0,0,NA,NA,NA,0,11,2007,"WD",239000
"87",87,"120","RL",53,3684,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","BrkFace",130,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1373,1373,"GasA","AboveAvg","Y","SBrkr",1555,0,0,1555,0,0,2,0,2,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2007,"Fin",3,660,"Avg","Avg","Y",143,20,0,0,NA,NA,NA,0,6,2009,"WD",174000
"88",88,"120","RM",NA,4426,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",147,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",697,"Unf",0,151,848,"GasA","AboveAvg","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"AboveAvg",3,"Typ",1,"Avg","Attchd",2004,"RFn",2,420,"Avg","Avg","Y",149,0,0,0,NA,NA,NA,0,5,2008,"WD",141000
"89",89,"20","RL",71,9230,NA,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","1Fam","1Story",5,8,1965,1998,"Hip","MetalSd","MetalSd","BrkFace",166,"Avg","Avg","CBlock","Avg","Avg","Mn","GLQ",661,"Unf",0,203,864,"GasA","AboveAvg","Y","SBrkr",1200,0,0,1200,1,0,1,1,1,1,"AboveAvg",6,"Typ",0,NA,"Detchd",1977,"Unf",2,884,"Avg","Avg","Y",0,64,0,0,NA,"MnPrv",NA,0,10,2006,"WD",146000
"90",90,"60","RL",121,16059,NA,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,"AboveAvg","Avg","CBlock","AboveAvg","Avg","No","Unf",0,"Unf",0,1288,1288,"GasA","AboveAvg","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"AboveAvg",9,"Typ",1,"Avg","Attchd",1991,"Unf",2,462,"Avg","Avg","Y",127,82,0,0,NA,NA,NA,0,4,2006,"WD",260000
"91",91,"160","FV",35,3735,NA,"Reg","Lvl","other","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","MetalSd","MetalSd","BrkFace",218,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",450,"Unf",0,241,691,"GasA","AboveAvg","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Detchd",1999,"Unf",2,506,"Avg","Avg","Y",0,34,0,0,NA,NA,NA,0,3,2006,"WD",183900
"92",92,"70","RM",60,6882,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2Story",6,7,1914,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","PConc","Avg","Avg","No","Unf",0,"Unf",0,684,684,"GasA","Avg","Y","SBrkr",773,582,0,1355,0,0,1,1,3,1,"AboveAvg",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",136,0,115,0,NA,NA,NA,0,3,2007,"WD",127000
"93",93,"80","RL",NA,7750,NA,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",250,"Unf",0,134,384,"GasA","AboveAvg","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","BuiltIn",2000,"Fin",2,400,"Avg","Avg","Y",180,0,0,0,NA,NA,NA,0,4,2010,"WD",180000
"94",94,"20","RL",48,12137,NA,"IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",442,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1649,1649,"GasA","AboveAvg","Y","SBrkr",1661,0,0,1661,0,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1998,"RFn",2,598,"Avg","Avg","Y",0,34,0,0,NA,NA,NA,0,5,2010,"WD",224900
"95",95,"20","RL",NA,7390,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1955,1955,"Hip","Wd Sdng","Wd Sdng","BrkFace",151,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",902,"Unf",0,196,1098,"GasA","Avg","Y","SBrkr",1098,0,0,1098,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1955,"Unf",1,260,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,7,2008,"WD",135000
"96",96,"20","RL",NA,9503,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1958,1983,"Hip","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",457,"Rec",374,193,1024,"GasA","Avg","Y","SBrkr",1344,0,0,1344,1,0,1,0,2,1,"Avg",6,"Min1",1,"Avg","Detchd",1970,"Unf",1,484,"Avg","Avg","Y",316,28,0,0,NA,"GdWo",NA,0,6,2007,"WD",144000
"97",97,"160","FV",NA,2651,NA,"Reg","Lvl","other","Gtl","Somerst","Norm","Twnhs","2Story",7,5,2000,2000,"Gable","MetalSd","MetalSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",641,"Unf",0,32,673,"GasA","AboveAvg","Y","SBrkr",673,709,0,1382,1,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Detchd",2000,"Unf",2,490,"Avg","Avg","Y",153,50,0,0,NA,NA,NA,0,4,2006,"WD",165000
"98",98,"60","RL",70,8400,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",8,6,2001,2001,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",643,"Unf",0,167,810,"GasA","AboveAvg","Y","SBrkr",810,855,0,1665,1,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2001,"Fin",2,528,"Avg","Avg","Y",0,45,0,0,NA,NA,NA,0,11,2009,"WD",227000
"99",99,"20","RL",78,10335,NA,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1968,1993,"Gable","Plywood","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",570,"Unf",0,891,1461,"GasA","AboveAvg","Y","SBrkr",1721,0,0,1721,0,0,2,1,3,1,"Avg",7,"Min1",1,"Avg","Attchd",1968,"RFn",2,440,"Avg","Avg","Y",0,96,180,0,NA,"MnPrv",NA,0,7,2006,"WD",180000
"100",100,"190","RL",70,7000,NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","GLQ",969,"Unf",0,148,1117,"GasA","Avg","Y","SBrkr",820,527,0,1347,1,0,1,0,3,1,"Avg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",85,0,148,0,NA,NA,NA,0,1,2008,"WD",107500
"101",101,"20","RL",NA,8339,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,1959,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","other",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Avg","Y","SBrkr",882,0,0,882,0,0,1,0,3,1,"Avg",5,"Typ",0,NA,"Attchd",1959,"RFn",1,294,"Avg","Avg","Y",0,0,0,0,NA,"MnPrv","Shed",1200,7,2007,"WD",106500
"102",102,"20","RL",100,10004,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1964,1964,"Gable","HdBoard","Plywood","BrkFace",180,"Avg","Avg","CBlock","Avg","Avg","No","Rec",196,"BLQ",345,975,1516,"GasA","Avg","Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"Avg",6,"Typ",0,NA,"Attchd",1964,"RFn",2,472,"Avg","Avg","Y",0,0,152,0,NA,NA,NA,0,2,2009,"WD",167000
